Individual,Institution_Code,Region,Sex,Ancestry,Sub,Tribe_Clean,Lang_Class,Age,Age_Clean_yr,Age_Group,Completion_%,LUI1MD_mm,LUI1BL_mm,RUI1MD_mm,RUI1BL_mm,LUI2MD_mm,LUI2BL_mm,RUI2MD_mm,RUI2BL_mm,LUCMD_mm,LUCBL_mm,RUCMD_mm,RUCBL_mm,LUP3MD_mm,LUP3BL_mm,RUP3MD_mm,RUP3BL_mm,LUP4MD_mm,LUP4BL_mm,RUP4MD_mm,RUP4BL_mm,LUM1MD_mm,LUM1BL_mm,LUM1MBDL_mm,LUM1MLDB_mm,RUM1MD_mm,RUM1BL_mm,RUM1MBDL_mm,RUM1MLDB_mm,LUM2MD_mm,LUM2BL_mm,LUM2MBDL_mm,LUM2MLDB_mm,RUM2MD_mm,RUM2BL_mm,RUM2MBDL_mm,RUM2MLDB_mm,LLI1MD_mm,LLI1BL_mm,RLI1MD_mm,RLI1BL_mm,LLI2MD_mm,LLI2BL_mm,RLI2MD_mm,RLI2BL_mm,LLCMD_mm,LLCBL_mm,RLCMD_mm,RLCBL_mm,LLP3MD_mm,LLP3BL_mm,RLP3MD_mm,RLP3BL_mm,LLP4MD_mm,LLP4BL_mm,RLP4MD_mm,RLP4BL_mm,LLM1MD_mm,LLM1BL_mm,LLM1MBDL_mm,LLM1MLDB_mm,RLM1MD_mm,RLM1BL_mm,RLM1MBDL_mm,RLM1MLDB_mm,LLM2MD_mm,LLM2BL_mm,LLM2MBDL_mm,LLM2MLDB_mm,RLM2MD_mm,RLM2BL_mm,RLM2MBDL_mm,RLM2MLDB_mm,Bi_LCBL_mm,Bi_LCMD_mm,Bi_LI1BL_mm,Bi_LI1MD_mm,Bi_LI2BL_mm,Bi_LI2MD_mm,Bi_LM1BL_mm,Bi_LM1MBDL_mm,Bi_LM1MD_mm,Bi_LM1MLDB_mm,Bi_LM2BL_mm,Bi_LM2MBDL_mm,Bi_LM2MD_mm,Bi_LM2MLDB_mm,Bi_LP3BL_mm,Bi_LP3MD_mm,Bi_LP4BL_mm,Bi_LP4MD_mm,Bi_UCBL_mm,Bi_UCMD_mm,Bi_UI1BL_mm,Bi_UI1MD_mm,Bi_UI2BL_mm,Bi_UI2MD_mm,Bi_UM1BL_mm,Bi_UM1MBDL_mm,Bi_UM1MD_mm,Bi_UM1MLDB_mm,Bi_UM2BL_mm,Bi_UM2MBDL_mm,Bi_UM2MD_mm,Bi_UM2MLDB_mm,Bi_UP3BL_mm,Bi_UP3MD_mm,Bi_UP4BL_mm,Bi_UP4MD_mm
W799,Witz,Transvaal,F,black,Zulu,Zulu,Nguni,54,54,Middle_Aged_Adult,61,NA,NA,NA,NA,7.32,6.66,NA,NA,7.81,8.42,NA,NA,NA,NA,7.22,9.08,6.52,9.4,NA,NA,10.81,11.73,12.75,11.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.42,6.12,NA,NA,6.12,6.36,NA,NA,6.94,7.33,NA,NA,NA,NA,7.23,8.2,NA,NA,7.64,9.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.33,6.94,6.12,5.42,6.36,6.12,NA,NA,NA,NA,NA,NA,NA,NA,8.2,7.23,9.04,7.64,8.42,7.81,NA,NA,6.66,7.32,11.73,12.75,10.81,11.66,NA,NA,NA,NA,9.08,7.22,9.4,6.52
W828,Witz,Transvaal,F,black,Sotho,Sotho,Sotho,35,35,Middle_Aged_Adult,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.4,7.75,7.2,9.25,NA,NA,6.58,8.65,NA,NA,NA,NA,NA,NA,9.9,10.3,11.62,10.45,9.75,10.78,10.78,10.4,NA,NA,NA,NA,NA,NA,NA,NA,6.12,5.92,NA,NA,6.73,7.14,NA,NA,7.11,8.29,NA,NA,7.07,8.34,NA,NA,11.28,10.15,11.29,11.72,NA,NA,NA,NA,10.08,9.68,10.74,10.96,NA,NA,NA,NA,7.14,6.73,NA,NA,5.92,6.12,10.15,11.29,11.28,11.72,9.68,10.74,10.08,10.96,8.29,7.11,8.34,7.07,7.75,7.4,NA,NA,NA,NA,10.3,11.62,9.9,10.45,10.78,10.78,9.75,10.4,9.25,7.2,8.65,6.58
W745,Witz,Transvaal,F,black,Sotho,Sotho,Sotho,25,25,Middle_Aged_Adult,94,9.78,6.94,NA,NA,6.31,7.02,NA,NA,7.33,7.65,NA,NA,7.8,10,NA,NA,6.71,10.5,NA,NA,11.22,11.98,13.15,11.68,NA,NA,NA,NA,10.33,11.54,12.65,11.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.8,5.63,6.47,6.92,NA,NA,7.19,7.79,NA,NA,7.64,8.54,NA,NA,12.19,10.62,12.26,11.88,NA,NA,NA,NA,11.39,10.52,12.05,12.15,NA,NA,NA,NA,6.92,6.47,NA,NA,5.63,5.8,10.62,12.26,12.19,11.88,10.52,12.05,11.39,12.15,7.79,7.19,8.54,7.64,7.65,7.33,6.94,9.78,7.02,6.31,11.98,13.15,11.22,11.68,11.54,12.65,10.33,11.07,10,7.8,10.5,6.71
W743,Witz,Transvaal,F,black,Xhosa,Xhosa,Nguni,50,50,Middle_Aged_Adult,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.89,11.88,11.93,11.42,NA,NA,NA,NA,NA,NA,NA,NA,5.72,5.76,NA,NA,6.84,7.48,NA,NA,NA,NA,7.21,8.55,7.38,8.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.48,6.84,NA,NA,5.76,5.72,NA,NA,NA,NA,NA,NA,NA,NA,8.55,7.21,8.28,7.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.88,11.93,9.89,11.42,NA,NA,NA,NA
W700,Witz,Transvaal,F,black,Sotho,Sotho,Sotho,45,45,Middle_Aged_Adult,75,NA,NA,NA,NA,NA,NA,NA,NA,7.79,8.8,NA,NA,7.4,9.54,NA,NA,6.29,8.36,NA,NA,10.06,11.72,12.34,11.65,NA,NA,NA,NA,9.9,11.14,11.61,11.15,NA,NA,NA,NA,NA,5.72,NA,NA,6.34,6.55,NA,NA,6.78,7.99,NA,NA,7.46,9,NA,NA,6.92,8.39,NA,NA,NA,NA,NA,NA,10.46,11,11.91,11.33,NA,NA,NA,NA,NA,NA,NA,NA,7.99,6.78,5.72,NA,6.55,6.34,11,11.91,10.46,11.33,NA,NA,NA,NA,9,7.46,8.39,6.92,8.8,7.79,NA,NA,NA,NA,11.72,12.34,10.06,11.65,11.14,11.61,9.9,11.15,9.54,7.4,8.36,6.29
W721,Witz,Transvaal,F,black,Sotho,Sotho,Sotho,50,50,Middle_Aged_Adult,72,NA,NA,NA,NA,NA,NA,NA,NA,7.38,8.59,NA,NA,6.76,8.6,NA,NA,6.59,9.05,NA,NA,10,11.17,11.83,11.38,NA,NA,NA,NA,9.7,11.81,12.07,11.44,NA,NA,NA,NA,NA,NA,NA,NA,6.11,6.39,NA,NA,7.08,7.95,NA,NA,7.29,7.94,NA,NA,7.55,8.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.98,10.61,11.45,11.51,7.95,7.08,NA,NA,6.39,6.11,NA,NA,NA,NA,10.61,11.45,10.98,11.51,7.94,7.29,8.28,7.55,8.59,7.38,NA,NA,NA,NA,11.17,11.83,10,11.38,11.81,12.07,9.7,11.44,8.6,6.76,9.05,6.59
W2290,Witz,Transvaal,F,black,black,NA,NA,40,40,Middle_Aged_Adult,89,NA,NA,8.17,6.45,7.02,6,NA,NA,7.31,7.73,NA,NA,6.67,8.4,NA,NA,6.6,8.74,NA,NA,NA,NA,NA,NA,10.79,11.47,12.45,11.54,10.04,11.06,11.68,11.26,NA,NA,NA,NA,5.28,5.49,NA,NA,5.87,5.96,NA,NA,6.9,7.19,NA,NA,6.7,7.4,NA,NA,7.17,8.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.37,10.71,11.63,11.6,NA,NA,NA,NA,7.19,6.9,5.49,5.28,5.96,5.87,NA,NA,NA,NA,10.71,11.63,11.37,11.6,7.4,6.7,8.13,7.17,7.73,7.31,6.45,8.17,6,7.02,11.47,12.45,10.79,11.54,11.06,11.68,10.04,11.26,8.4,6.67,8.74,6.6
W2333,Witz,Transvaal,F,black,Zulu,Zulu,Nguni,40,40,Middle_Aged_Adult,86,NA,NA,NA,6.63,5.95,6.27,NA,NA,NA,NA,6.83,8.3,7.01,9.64,NA,NA,6.37,9.35,NA,NA,10.15,11.31,12.38,11.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.3,5.3,5.73,6.04,NA,NA,6.29,7.52,NA,NA,6.92,7.94,NA,NA,6.73,8.12,NA,NA,10.12,10.32,10.94,10.8,NA,NA,NA,NA,9.87,10.08,11.31,11.06,NA,NA,NA,NA,7.52,6.29,5.3,5.3,6.04,5.73,10.32,10.94,10.12,10.8,10.08,11.31,9.87,11.06,7.94,6.92,8.12,6.73,8.3,6.83,6.63,NA,6.27,5.95,11.31,12.38,10.15,11.43,NA,NA,NA,NA,9.64,7.01,9.35,6.37
W2320,Witz,Transvaal,F,black,Sotho,Sotho,Sotho,50,50,Middle_Aged_Adult,94,NA,NA,8.26,7.25,6.02,6.25,NA,NA,7.14,8.31,NA,NA,6.49,8.35,NA,NA,6.23,8.68,NA,NA,9.29,10.59,11.3,10.23,NA,NA,NA,NA,8.94,10.61,10.82,10.08,NA,NA,NA,NA,NA,NA,NA,NA,5.73,6.35,NA,NA,6.9,7.53,NA,NA,6.55,7.4,NA,NA,6.26,7.54,NA,NA,10.64,10.15,11.19,10.91,NA,NA,NA,NA,10.68,9.8,10.84,11.04,NA,NA,NA,NA,7.53,6.9,NA,NA,6.35,5.73,10.15,11.19,10.64,10.91,9.8,10.84,10.68,11.04,7.4,6.55,7.54,6.26,8.31,7.14,7.25,8.26,6.25,6.02,10.59,11.3,9.29,10.23,10.61,10.82,8.94,10.08,8.35,6.49,8.68,6.23
W2314,Witz,Transvaal,F,black,Xhosa,Xhosa,Nguni,24,24,Middle_Aged_Adult,83,NA,NA,NA,NA,6.91,6.68,NA,NA,7.87,8.61,NA,NA,7.1,9.2,NA,NA,6.44,8.47,NA,NA,10,11.66,12.5,11.1,NA,NA,NA,NA,9.82,11.33,11.72,10.15,NA,NA,NA,NA,5.34,5.85,NA,NA,5.74,6.32,NA,NA,7.31,7.95,NA,NA,7.15,8.13,NA,NA,6.97,8.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.65,9.28,11.24,10.71,7.95,7.31,5.85,5.34,6.32,5.74,NA,NA,NA,NA,9.28,11.24,10.65,10.71,8.13,7.15,8.33,6.97,8.61,7.87,NA,NA,6.68,6.91,11.66,12.5,10,11.1,11.33,11.72,9.82,10.15,9.2,7.1,8.47,6.44
W2347,Witz,Transvaal,F,black,Hlub,NA,NA,37,37,Middle_Aged_Adult,92,NA,NA,NA,7.21,8.39,6.64,NA,NA,7.9,8.52,NA,NA,7.86,9.37,NA,NA,7.1,9.86,NA,NA,10.2,11.37,12.34,11.2,NA,NA,NA,NA,10.49,11.93,13.16,11.24,NA,NA,NA,NA,NA,NA,NA,NA,5.9,6.43,NA,NA,7.1,8.14,NA,NA,7.35,8.04,NA,NA,7.88,9,NA,NA,11.72,10.46,11.7,11.71,NA,NA,NA,NA,11.77,10.58,12.11,12.05,NA,NA,NA,NA,8.14,7.1,NA,NA,6.43,5.9,10.46,11.7,11.72,11.71,10.58,12.11,11.77,12.05,8.04,7.35,9,7.88,8.52,7.9,7.21,NA,6.64,8.39,11.37,12.34,10.2,11.2,11.93,13.16,10.49,11.24,9.37,7.86,9.86,7.1
W1631,Witz,Transvaal,F,black,Swazi,Swazi,Swazi,32,32,Middle_Aged_Adult,50,8.74,6.98,NA,NA,7.12,6.99,NA,NA,7.77,8.64,NA,NA,7.57,10.12,NA,NA,7.17,10.3,NA,NA,11.14,12.63,12.83,12.49,NA,NA,NA,NA,10.4,12.82,13.49,11.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.64,7.77,6.98,8.74,6.99,7.12,12.63,12.83,11.14,12.49,12.82,13.49,10.4,11.69,10.12,7.57,10.3,7.17
W458,Witz,Transvaal,F,black,Sotho,Sotho,Sotho,24,24,Middle_Aged_Adult,50,8.59,7.34,NA,NA,7.06,7.02,NA,NA,7.57,8.9,NA,NA,7.18,9.58,NA,NA,NA,NA,6.5,8.77,11.03,11.61,12.5,12.49,NA,NA,NA,NA,10.53,11.78,12.35,11.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.9,7.57,7.34,8.59,7.02,7.06,11.61,12.5,11.03,12.49,11.78,12.35,10.53,11.65,9.58,7.18,8.77,6.5
W1918,Witz,Transvaal,F,black,Zulu,Zulu,Nguni,40,40,Middle_Aged_Adult,81,NA,NA,NA,NA,6.82,6.44,NA,NA,7.36,8.01,NA,NA,6.73,8.91,NA,NA,6.26,9.3,NA,NA,10.08,11.5,12.66,11.63,NA,NA,NA,NA,10.28,11.74,12.18,11.85,NA,NA,NA,NA,5.1,5.44,NA,NA,NA,NA,5.9,6.06,NA,7.36,NA,NA,6.87,7.84,NA,NA,7.34,8.18,NA,NA,NA,NA,NA,NA,10.88,11.14,11.81,11.78,NA,NA,NA,NA,NA,NA,NA,NA,7.36,NA,5.44,5.1,6.06,5.9,11.14,11.81,10.88,11.78,NA,NA,NA,NA,7.84,6.87,8.18,7.34,8.01,7.36,NA,NA,6.44,6.82,11.5,12.66,10.08,11.63,11.74,12.18,10.28,11.85,8.91,6.73,9.3,6.26
W1903,Witz,Transvaal,F,black,Venda,Venda,Sotho,25,25,Middle_Aged_Adult,100,9,7.09,NA,NA,6.95,6.6,NA,NA,7.45,8.1,NA,NA,7.31,9.51,NA,NA,6.8,9.48,NA,NA,10.47,11.84,12.74,11.4,NA,NA,NA,NA,10.27,11.53,11.82,11.09,NA,NA,NA,NA,5.42,5.72,NA,NA,6,6.13,NA,NA,NA,NA,6.47,7.76,7.05,8.22,NA,NA,7.19,8.34,NA,NA,11.35,10.5,11.9,11.53,NA,NA,NA,NA,10.44,10.31,11.38,11,NA,NA,NA,NA,7.76,6.47,5.72,5.42,6.13,6,10.5,11.9,11.35,11.53,10.31,11.38,10.44,11,8.22,7.05,8.34,7.19,8.1,7.45,7.09,9,6.6,6.95,11.84,12.74,10.47,11.4,11.53,11.82,10.27,11.09,9.51,7.31,9.48,6.8
W1965,Witz,Transvaal,F,black,Sotho,Sotho,Sotho,30,30,Middle_Aged_Adult,94,NA,NA,NA,NA,6.47,6,NA,NA,7.2,8.22,NA,NA,7.09,9,NA,NA,6.69,9,NA,NA,9.77,11.18,11.81,10.68,NA,NA,NA,NA,9.44,11.05,11.57,10.22,NA,NA,NA,NA,NA,NA,5,5.63,NA,NA,5.33,6,6.6,7.33,NA,NA,7.22,8.39,NA,NA,7.61,8.24,NA,NA,NA,NA,NA,NA,10.58,10.08,11.26,11,NA,NA,NA,NA,11,10.4,11.3,10.83,7.33,6.6,5.63,5,6,5.33,10.08,11.26,10.58,11,10.4,11.3,11,10.83,8.39,7.22,8.24,7.61,8.22,7.2,NA,NA,6,6.47,11.18,11.81,9.77,10.68,11.05,11.57,9.44,10.22,9,7.09,9,6.69
W1263,Witz,Transvaal,F,black,Sotho,Sotho,Sotho,18,18,Young_Adult,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.82,8.66,NA,NA,6.84,8.94,NA,NA,10.2,11.78,12.55,11.15,NA,NA,NA,NA,10,10.99,11.27,10.82,NA,NA,NA,NA,5.31,5.37,NA,NA,5.77,5.79,NA,NA,NA,NA,6.41,7.14,NA,NA,7.28,7.09,7.52,7.62,NA,NA,11.61,10.23,12.05,11.42,NA,NA,NA,NA,11.74,10.41,11.88,11.98,NA,NA,NA,NA,7.14,6.41,5.37,5.31,5.79,5.77,10.23,12.05,11.61,11.42,10.41,11.88,11.74,11.98,7.09,7.28,7.62,7.52,NA,NA,NA,NA,NA,NA,11.78,12.55,10.2,11.15,10.99,11.27,10,10.82,8.66,6.82,8.94,6.84
W1319,Witz,Transvaal,F,black,Zulu,Zulu,Nguni,20,20,Young_Adult,100,8.83,7.08,NA,NA,NA,NA,6.24,5.91,NA,NA,7.44,7.27,NA,NA,6.92,9.11,6.57,9.49,NA,NA,9.74,11.07,11.65,11.22,NA,NA,NA,NA,10.69,12.18,12.64,11.68,NA,NA,NA,NA,5.36,5.54,NA,NA,5.87,5.94,NA,NA,NA,NA,6.82,7.18,7.12,8.33,NA,NA,7.6,8.83,NA,NA,10.65,10.35,11.7,11.21,NA,NA,NA,NA,11.33,10.99,12.21,11.86,NA,NA,NA,NA,7.18,6.82,5.54,5.36,5.94,5.87,10.35,11.7,10.65,11.21,10.99,12.21,11.33,11.86,8.33,7.12,8.83,7.6,7.27,7.44,7.08,8.83,5.91,6.24,11.07,11.65,9.74,11.22,12.18,12.64,10.69,11.68,9.11,6.92,9.49,6.57
W935,Witz,Transvaal,F,black,Rolo,NA,NA,20,20,Young_Adult,83,NA,NA,NA,NA,NA,NA,6.24,5.85,6.73,7.15,NA,NA,NA,NA,6.42,8.08,6.18,7.86,NA,NA,NA,NA,NA,NA,10.16,10.47,11.27,10.6,9.32,10.74,11.33,10.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.83,6.52,NA,NA,6.8,7.5,NA,NA,6.72,7.68,NA,NA,NA,NA,NA,NA,10.82,9.97,11.21,10.78,10.57,9.94,11.34,11.04,NA,NA,NA,NA,6.52,5.83,NA,NA,NA,NA,9.97,11.21,10.82,10.78,9.94,11.34,10.57,11.04,7.5,6.8,7.68,6.72,7.15,6.73,NA,NA,5.85,6.24,10.47,11.27,10.16,10.6,10.74,11.33,9.32,10.51,8.08,6.42,7.86,6.18
W1286,Witz,Transvaal,F,black,Sotho,Sotho,Sotho,54,54,Middle_Aged_Adult,83,NA,NA,NA,NA,6.96,5.62,NA,NA,7.41,7.38,NA,NA,7.06,7.48,NA,NA,NA,NA,6.29,8.62,9.21,10.98,12.12,10.9,NA,NA,NA,NA,8.95,11.71,12.31,10.58,NA,NA,NA,NA,5.75,5.1,NA,NA,6.51,5.53,NA,NA,6.99,6.9,NA,NA,7.28,7.85,NA,NA,6.31,8.15,NA,NA,10.13,10.45,11.41,11.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.9,6.99,5.1,5.75,5.53,6.51,10.45,11.41,10.13,11.32,NA,NA,NA,NA,7.85,7.28,8.15,6.31,7.38,7.41,NA,NA,5.62,6.96,10.98,12.12,9.21,10.9,11.71,12.31,8.95,10.58,7.48,7.06,8.62,6.29
W1256,Witz,Transvaal,F,black,Zulu,Zulu,Nguni,32,32,Middle_Aged_Adult,89,NA,NA,NA,NA,5.87,6.01,NA,NA,7.31,7.72,NA,NA,6.85,9.14,NA,NA,6.06,8.57,NA,NA,10.18,11.08,12.24,10.5,NA,NA,NA,NA,9.45,10.73,11.26,10.23,NA,NA,NA,NA,NA,NA,NA,NA,5.82,5.53,NA,NA,6.44,7,NA,NA,7.02,7.94,NA,NA,6.89,8.04,NA,NA,11.09,10.47,11.51,11.43,NA,NA,NA,NA,10.85,10.32,11.35,11.46,NA,NA,NA,NA,7,6.44,NA,NA,5.53,5.82,10.47,11.51,11.09,11.43,10.32,11.35,10.85,11.46,7.94,7.02,8.04,6.89,7.72,7.31,NA,NA,6.01,5.87,11.08,12.24,10.18,10.5,10.73,11.26,9.45,10.23,9.14,6.85,8.57,6.06
W891,Witz,Transvaal,F,black,Swazi,Swazi,Swazi,34,34,Middle_Aged_Adult,72,NA,NA,NA,NA,NA,NA,6.77,6.33,7.09,7.63,NA,NA,NA,NA,NA,NA,NA,NA,6.7,9.15,9.77,11,11.5,10.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.44,5.7,6.19,6.99,NA,NA,6.71,7.85,NA,NA,6.81,8.52,NA,NA,10.45,9.86,10.83,10.51,NA,NA,NA,NA,10.66,9.98,11.18,10.78,NA,NA,NA,NA,6.99,6.19,NA,NA,5.7,5.44,9.86,10.83,10.45,10.51,9.98,11.18,10.66,10.78,7.85,6.71,8.52,6.81,7.63,7.09,NA,NA,6.33,6.77,11,11.5,9.77,10.65,NA,NA,NA,NA,NA,NA,9.15,6.7
W683,Witz,Transvaal,F,black,Sotho,Sotho,Sotho,21,21,Middle_Aged_Adult,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.75,7.7,7.8,9.55,NA,NA,NA,NA,7.16,9.77,10.38,11.76,12.74,11.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.35,6.14,NA,NA,6.71,7.12,NA,NA,7.54,7.98,NA,NA,7.6,8.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.12,6.71,NA,NA,6.14,6.35,NA,NA,NA,NA,NA,NA,NA,NA,7.98,7.54,8.84,7.6,7.7,7.75,NA,NA,NA,NA,11.76,12.74,10.38,11.43,NA,NA,NA,NA,9.55,7.8,9.77,7.16
W874,Witz,Transvaal,F,black,black,NA,NA,30,30,Middle_Aged_Adult,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.44,11.59,12.33,11.18,NA,NA,NA,NA,NA,NA,NA,NA,11.1,11.91,12.02,12.26,NA,NA,NA,NA,NA,NA,NA,NA,7.3,7.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.32,10.4,11.97,11.53,NA,NA,NA,NA,11.41,10.14,12.25,12,NA,NA,NA,NA,7.91,7.3,NA,NA,NA,NA,10.4,11.97,11.32,11.53,10.14,12.25,11.41,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.59,12.33,10.44,11.18,11.91,12.02,11.1,12.26,NA,NA,NA,NA
W787,Witz,Transvaal,F,black,Xhosa,Xhosa,Nguni,22,22,Middle_Aged_Adult,89,8.12,7.29,NA,NA,NA,NA,NA,NA,NA,NA,7.2,8.06,6.55,9.33,NA,NA,6.51,9.08,NA,NA,10.08,11.35,11.88,11.16,NA,NA,NA,NA,9.44,11,11.3,10.64,NA,NA,NA,NA,NA,NA,NA,NA,5.83,6.41,NA,NA,6.57,7.23,NA,NA,7.01,7.66,NA,NA,6.44,7.7,NA,NA,10.22,10.44,11.42,11.08,NA,NA,NA,NA,9.74,9.8,10.51,10.22,NA,NA,NA,NA,7.23,6.57,NA,NA,6.41,5.83,10.44,11.42,10.22,11.08,9.8,10.51,9.74,10.22,7.66,7.01,7.7,6.44,8.06,7.2,7.29,8.12,NA,NA,11.35,11.88,10.08,11.16,11,11.3,9.44,10.64,9.33,6.55,9.08,6.51
W822,Witz,Transvaal,F,black,Sotho,Sotho,Sotho,45,45,Middle_Aged_Adult,97,NA,NA,NA,7.2,6.29,6.63,NA,NA,7.28,8.63,NA,NA,6.99,9.82,NA,NA,5.92,9.61,NA,NA,9.9,11.58,12.22,11.16,NA,NA,NA,NA,10.2,12,12.22,11.14,NA,NA,NA,NA,5.24,6.01,NA,NA,6.3,6.01,NA,NA,6.83,7.45,NA,NA,7.14,8.52,NA,NA,6.81,8.27,NA,NA,10.8,10.54,11.55,11.48,NA,NA,NA,NA,11.05,10.33,11.71,11.77,NA,NA,NA,NA,7.45,6.83,6.01,5.24,6.01,6.3,10.54,11.55,10.8,11.48,10.33,11.71,11.05,11.77,8.52,7.14,8.27,6.81,8.63,7.28,7.2,NA,6.63,6.29,11.58,12.22,9.9,11.16,12,12.22,10.2,11.14,9.82,6.99,9.61,5.92
W831,Witz,Transvaal,F,black,Sotho,Sotho,Sotho,50,50,Middle_Aged_Adult,78,NA,NA,NA,NA,NA,NA,NA,NA,7.37,7.89,NA,NA,7.04,8.83,NA,NA,7.33,9.28,NA,NA,10.2,10.92,12.33,10.92,NA,NA,NA,NA,10.1,11.06,11.84,10.65,NA,NA,NA,NA,5.05,5.1,NA,NA,5.7,5.75,NA,NA,6.77,7.17,NA,NA,7.28,8.09,NA,NA,8.06,9.04,NA,NA,11.25,10.43,11.71,11.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.17,6.77,5.1,5.05,5.75,5.7,10.43,11.71,11.25,11.56,NA,NA,NA,NA,8.09,7.28,9.04,8.06,7.89,7.37,NA,NA,NA,NA,10.92,12.33,10.2,10.92,11.06,11.84,10.1,10.65,8.83,7.04,9.28,7.33
W866,Witz,Transvaal,F,black,Sotho,Sotho,Sotho,22,22,Middle_Aged_Adult,83,7.24,6.98,NA,NA,5.28,5.96,NA,NA,NA,NA,7.04,7.9,6.94,8.94,NA,NA,NA,NA,6.32,8.77,9.16,10.57,11.49,10.23,NA,NA,NA,NA,9.31,11.1,11.68,10.27,NA,NA,NA,NA,NA,NA,NA,NA,5.5,5.71,NA,NA,6.18,7.17,NA,NA,7.03,8.32,NA,NA,6.92,8.35,NA,NA,10.68,10.77,11.53,10.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.17,6.18,NA,NA,5.71,5.5,10.77,11.53,10.68,10.85,NA,NA,NA,NA,8.32,7.03,8.35,6.92,7.9,7.04,6.98,7.24,5.96,5.28,10.57,11.49,9.16,10.23,11.1,11.68,9.31,10.27,8.94,6.94,8.77,6.32
W4290,Witz,Transvaal,F,black,black,NA,NA,28,28,Middle_Aged_Adult,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.97,7.84,7.18,9.53,NA,NA,6.53,10.24,NA,NA,10.68,11.46,12.58,11.8,NA,NA,NA,NA,10.8,12.36,12.66,12.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.49,7.7,NA,NA,7.44,8.21,NA,NA,7.75,8.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.18,10.7,12.21,NA,NA,NA,NA,NA,7.7,7.49,NA,NA,NA,NA,NA,NA,NA,NA,10.7,12.21,12.18,NA,8.21,7.44,8.93,7.75,7.84,6.97,NA,NA,NA,NA,11.46,12.58,10.68,11.8,12.36,12.66,10.8,12.14,9.53,7.18,10.24,6.53
